date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:29:56	137689/137689	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:20%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/team/1.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/team/1.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
16:29:58	149006/149006	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:20%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/team/3.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/team/3.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
16:30:01	179519/179519	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:19%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/team/2.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/team/2.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
16:30:04	9745/9745	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:29:08%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/clients/1.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/clients/1.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
16:30:05	57430/57430	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:19%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/team/6.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/team/6.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
16:30:05	6567/6567	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:29:08%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/clients/2.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/clients/2.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
16:30:07	7954/7954	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:29:08%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/clients/3.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/clients/3.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
16:30:07	6372/6372	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:29:07%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/clients/4.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/clients/4.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
16:30:08	5779/5779	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:29:07%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/clients/5.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/clients/5.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
16:30:08	4429/4429	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:29:07%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/clients/6.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/clients/6.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
